Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
Mahindra XUV500 W8 2WD,2012,711000,2473050.76,53600,Diesel,Dealer,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 8 Seater,2015,851000,2839099.45,53652,Diesel,Dealer,Manual,First Owner
Maruti Ertiga VXI,2014,500000,1585588.94,25000,Petrol,Individual,Manual,First Owner
Toyota Innova 2.5 G4 Diesel 8-seater,2007,250000,1587786.49,80000,Diesel,Individual,Manual,Second Owner
Maruti Alto 800 VXI,2017,150000,360240.68,50000,Petrol,Individual,Manual,First Owner
Mahindra Scorpio 1.99 S10,2016,610000,1779647.42,15000,Diesel,Individual,Manual,Second Owner
Mahindra KUV 100 G80 K2,2018,450000,1114251.85,5000,Petrol,Individual,Manual,First Owner
Hyundai i20 1.4 Asta Option,2017,744000,1860896.06,106000,Diesel,Individual,Manual,First Owner
Chevrolet Spark 1.0,2008,120000,939311.04,100000,Petrol,Individual,Manual,Third Owner
Renault KWID RXL,2016,220000,545748.47,60000,Petrol,Individual,Manual,Third Owner
Maruti Ertiga ZDI,2012,480000,1408559.53,120000,Diesel,Individual,Manual,Fourth & Above Owner
Maruti Celerio ZXI Optional AMT BSIV,2017,370000,877705.53,82000,Petrol,Individual,Automatic,First Owner
Fiat Palio D 1.9 EL PS,2003,55000,612862.23,35000,Diesel,Individual,Manual,Second Owner
Hyundai EON Magna Plus,2013,125000,541370.96,205000,Petrol,Individual,Manual,First Owner
Hyundai Verna 1.6 CRDI,2011,260000,867450.22,125000,Diesel,Individual,Manual,Third Owner
Fiat Linea Classic 1.3 Multijet,2015,350000,1078812.2,130000,Diesel,Individual,Manual,First Owner
Maruti Alto 800 CNG LXI,2012,170000,760120.67,97000,CNG,Individual,Manual,Second Owner
Hyundai Grand i10 Sportz,2015,350000,813802.8,90000,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire VXi,2009,250000,1310804.76,60000,Petrol,Individual,Manual,Third Owner
Tata Indigo CR4,2013,170000,489012.95,60000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio S11 BSIV,2018,1300000,2792840.87,35000,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,550000,994727.57,25000,Petrol,Individual,Manual,First Owner
Honda Brio 1.2 S MT,2017,400000,947594.49,15000,Petrol,Individual,Manual,First Owner
Tata Nano Lx,2011,120000,670107.54,20000,Petrol,Individual,Manual,First Owner
Tata Nano Lx,2011,120000,444099.65,20000,Petrol,Individual,Manual,First Owner
Ford Figo Petrol Titanium,2010,275000,1294368.76,70000,Petrol,Individual,Manual,First Owner
Tata Zest Revotron 1.2T XE,2016,285000,754926.77,90000,Petrol,Individual,Manual,First Owner
Hyundai Creta 1.4 CRDi Base,2016,900000,2708720.5,80000,Diesel,Individual,Manual,First Owner
Mercedes-Benz M-Class ML 350 CDI,2014,2500000,10095840.08,79500,Diesel,Individual,Automatic,Second Owner
Hyundai Verna 1.6 SX CRDi (O),2013,620000,2197505.91,70000,Diesel,Individual,Manual,Second Owner
Toyota Innova Crysta 2.4 GX MT 8S BSIV,2018,1700000,3188063.9,5000,Diesel,Individual,Manual,First Owner
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2018,650000,1322104.12,15000,Petrol,Individual,Manual,First Owner
Maruti Ertiga VXI,2014,500000,1584887.57,35000,Petrol,Individual,Manual,First Owner
Tata New Safari DICOR 2.2 EX 4x4,2009,250000,1671736.92,120000,Diesel,Individual,Manual,Second Owner
Mahindra Marazzo M4,2018,950000,1709202.2,15000,Diesel,Individual,Manual,Second Owner
Toyota Etios Cross 1.2L G,2015,320000,1045317.32,60000,Petrol,Individual,Manual,First Owner
Renault Duster 110PS Diesel RxZ,2013,450000,1721208.94,120000,Diesel,Individual,Manual,First Owner
Mahindra KUV 100 mFALCON D75 K8 AW,2016,350000,935489.9,90000,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire VXI,2015,400000,1270690.15,90000,Petrol,Individual,Manual,First Owner
Maruti Omni MPI STD BSIV,2018,200000,425172.68,10000,Petrol,Individual,Manual,First Owner
Hyundai i20 Asta 1.4 CRDi (Diesel),2009,250000,1630395.51,72000,Diesel,Individual,Manual,Second Owner
Toyota Innova 2.0 GX 8 STR BSIV,2011,550000,1979622.89,197000,Petrol,Individual,Manual,Second Owner
Maruti Zen LXI,1999,85000,1411459.54,70000,Petrol,Individual,Manual,Second Owner
Hyundai Santro LP zipPlus,2001,52000,583024.49,50000,Petrol,Individual,Manual,Third Owner
Tata Hexa XTA,2017,1200000,3071963.56,50000,Diesel,Individual,Automatic,First Owner
Hyundai Verna 1.6 SX VTVT AT,2011,450000,1543411.26,60000,Petrol,Individual,Automatic,Third Owner
Maruti Swift Dzire VXI 1.2 BS IV,2018,615000,1480909.85,40000,Petrol,Individual,Manual,First Owner
Maruti SX4 ZDI Leather,2012,400000,1657403.54,60000,Diesel,Individual,Manual,Second Owner
Tata Nano LX,2013,60000,214236.95,40000,Petrol,Individual,Manual,First Owner
Maruti Ignis 1.2 Alpha BSIV,2017,500000,1314962.98,9161,Petrol,Individual,Manual,First Owner
Honda Mobilio V i VTEC,2015,600000,1697794.97,45000,Petrol,Individual,Manual,First Owner
Hyundai Getz 1.3 GVS,2010,110000,696824.35,110000,Petrol,Individual,Manual,First Owner
Hyundai Santro Xing GL Plus,2013,175000,578799.22,80000,Petrol,Individual,Manual,First Owner
Ford Fiesta Titanium 1.5 TDCi,2011,325000,1423824.21,100000,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire LDI,2017,425000,926529.79,90000,Diesel,Individual,Manual,First Owner
Hyundai Accent GLE CNG,2009,160000,841005.34,70000,CNG,Individual,Manual,Third Owner
Maruti Zen Estilo LXI BSIII,2007,100000,475026.4,80000,Petrol,Individual,Manual,Third Owner
Maruti Swift Dzire LDI,2014,390000,1521270.52,110000,Diesel,Individual,Manual,Second Owner
Hyundai i20 1.2 Spotz,2017,400000,823470.13,50000,Petrol,Individual,Manual,First Owner
Tata Tigor 1.2 Revotron XM,2018,509999,957735.75,5000,Petrol,Individual,Manual,First Owner
Hyundai i10 Magna 1.1,2008,150000,790814.98,90000,Petrol,Individual,Manual,Third Owner
Hyundai Santro Xing GLS,2009,110000,607053.06,120000,Petrol,Individual,Manual,First Owner
Nissan Sunny Diesel XV,2013,450000,1621330.18,80000,Diesel,Individual,Manual,First Owner
Hyundai i20 1.2 Spotz,2017,400000,868166.3,38000,Petrol,Individual,Manual,Second Owner
Hyundai Santro Xing GLS,2009,140000,627527.1,120000,Petrol,Individual,Manual,First Owner
Tata Indigo CR4,2011,130000,648821.28,90000,Diesel,Individual,Manual,First Owner
Maruti Alto 800 LXI,2017,160000,381363.56,50000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,2016,150000,385185.2,60000,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W8 2WD,2013,500000,1635306.37,100000,Diesel,Individual,Manual,Second Owner
Tata Nano Std,2011,40000,149226.1,19000,Petrol,Individual,Manual,First Owner
Chevrolet Tavera LT L1 7 Seats BSIII,2006,140000,737876.38,200000,Diesel,Individual,Manual,Third Owner
Mahindra Verito 1.5 D2 BSIV,2015,227000,591148.84,70000,Diesel,Individual,Manual,Second Owner
Maruti Swift VDI,2011,285000,1162235.12,50000,Diesel,Individual,Manual,Second Owner
Maruti Alto LX,2012,155000,571846.47,19077,Petrol,Individual,Manual,Second Owner
Hyundai EON D Lite,2016,210000,452395.35,30000,Petrol,Individual,Manual,First Owner
Maruti Alto LXi,2009,140000,720359.15,80000,Petrol,Individual,Manual,Second Owner
Toyota Innova 2.5 GX (Diesel) 7 Seater,2015,940000,2461903.31,128000,Diesel,Individual,Manual,First Owner
Nissan Terrano XV Premium 110 PS,2013,750000,3390746.65,80000,Diesel,Individual,Manual,First Owner
Maruti Baleno Alpha 1.3,2016,610000,1876386.91,100000,Diesel,Individual,Manual,First Owner
Nissan Sunny XV D Premium Leather,2015,450000,1189244.99,50000,Diesel,Individual,Manual,First Owner
Toyota Etios Liva GD,2012,409999,1855168.91,56000,Diesel,Individual,Manual,First Owner
Hyundai EON 1.0 Era Plus,2018,100000,197756.41,21302,Petrol,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,2018,300000,525265.29,10500,Petrol,Individual,Manual,First Owner
Mahindra Bolero 2011-2019 SLX,2013,400000,1144619.1,107000,Diesel,Individual,Manual,First Owner
Hyundai i10 Sportz 1.2,2010,210000,1285195.18,60000,Petrol,Individual,Manual,Second Owner
Hyundai Santro Xing XG eRLX Euro III,2006,90000,658311.69,120000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LXI BS IV,2010,222000,837658.27,70000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,2015,240000,668194.7,50000,Petrol,Individual,Manual,Second Owner
Toyota Etios Liva GD,2013,450000,1558649.76,70000,Diesel,Individual,Manual,Second Owner
Renault Duster 85PS Diesel RxL,2013,450000,1186375.25,1000,Diesel,Dealer,Manual,Second Owner
Mercedes-Benz C-Class Progressive C 220d,2018,3800000,8061844.07,10000,Diesel,Dealer,Automatic,First Owner
Audi A4 3.0 TDI Quattro,2013,1580000,6202752.15,86000,Diesel,Dealer,Automatic,First Owner
BMW X5 xDrive 30d xLine,2019,4950000,9103515.2,30000,Diesel,Dealer,Automatic,First Owner
Hyundai Creta 1.6 CRDi SX,2016,535000,1226749.09,52600,Diesel,Individual,Manual,First Owner
Maruti SX4 Vxi BSIV,2012,225000,1008962.09,110000,Petrol,Individual,Manual,Second Owner
Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000,1281644.87,19890,Petrol,Dealer,Automatic,First Owner
Maruti Swift ZXI BSIV,2016,670000,1899508.62,7104,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Ertiga VXI,2015,625000,1864759.63,11918,Petrol,Trustmark Dealer,Manual,First Owner
Hyundai Grand i10 Magna AT,2017,520000,986054.08,10510,Petrol,Dealer,Automatic,First Owner
Chevrolet Beat LT Option,2016,239000,519375.28,41000,Petrol,Dealer,Manual,First Owner
Toyota Fortuner 4x2 AT,2017,2600000,6736090.16,47162,Diesel,Trustmark Dealer,Automatic,First Owner
Maruti S-Cross Zeta DDiS 200 SH,2015,750000,1893676.25,45974,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai i10 Magna,2012,229999,727589.19,49824,Petrol,Dealer,Manual,First Owner
Audi A6 2.0 TDI Premium Plus,2013,1300000,3977690.02,58500,Diesel,Dealer,Automatic,First Owner
Hyundai Santro GS,2005,80000,529130.52,56580,Petrol,Dealer,Manual,First Owner
Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000,1505759.04,52000,Diesel,Dealer,Manual,First Owner
Hyundai Verna 1.6 VTVT SX,2015,760000,1728556.96,55340,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Swift Dzire VDI,2017,600000,1205781.86,46507,Diesel,Trustmark Dealer,Manual,First Owner
Renault Duster 85PS Diesel RxL,2013,450000,1301653.51,1000,Diesel,Dealer,Manual,Second Owner
Mercedes-Benz C-Class Progressive C 220d,2018,3800000,7995964.88,10000,Diesel,Dealer,Automatic,First Owner
Audi A4 3.0 TDI Quattro,2013,1580000,5591087.69,86000,Diesel,Dealer,Automatic,First Owner
BMW X5 xDrive 30d xLine,2019,4950000,8441728.72,30000,Diesel,Dealer,Automatic,First Owner
Hyundai Creta 1.6 CRDi SX,2016,535000,1392103.5,52600,Diesel,Individual,Manual,First Owner
Maruti SX4 Vxi BSIV,2012,225000,743910.68,110000,Petrol,Individual,Manual,Second Owner
Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000,1112584.88,19890,Petrol,Dealer,Automatic,First Owner
Maruti Swift ZXI BSIV,2016,670000,1902631.5,7104,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Ertiga VXI,2015,625000,1472372.19,11918,Petrol,Trustmark Dealer,Manual,First Owner
Hyundai Grand i10 Magna AT,2017,520000,1314748.0,10510,Petrol,Dealer,Automatic,First Owner
Chevrolet Beat LT Option,2016,239000,721506.43,41000,Petrol,Dealer,Manual,First Owner
Toyota Fortuner 4x2 AT,2017,2600000,6245793.16,47162,Diesel,Trustmark Dealer,Automatic,First Owner
Maruti S-Cross Zeta DDiS 200 SH,2015,750000,1986133.3,45974,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai i10 Magna,2012,229999,733034.33,49824,Petrol,Dealer,Manual,First Owner
Audi A6 2.0 TDI Premium Plus,2013,1300000,5082503.84,58500,Diesel,Dealer,Automatic,First Owner
Hyundai Santro GS,2005,80000,973646.91,56580,Petrol,Dealer,Manual,First Owner
Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000,1251656.43,52000,Diesel,Dealer,Manual,First Owner
Hyundai Verna 1.6 VTVT SX,2015,760000,1927105.98,55340,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Swift Dzire VDI,2017,600000,1285909.39,46507,Diesel,Trustmark Dealer,Manual,First Owner
Volkswagen Jetta 2.0L TDI Highline AT,2012,735000,2777060.07,55300,Diesel,Dealer,Automatic,First Owner
Tata Indica Vista Quadrajet 90 VX,2012,285000,1043194.28,74300,Diesel,Dealer,Manual,First Owner
Honda City VX MT,2010,350000,2103194.56,48781,Petrol,Dealer,Manual,First Owner
Volkswagen Jetta 1.9 Highline TDI,2010,290000,1104952.23,87620,Diesel,Dealer,Automatic,First Owner
Volkswagen Vento 1.5 TDI Highline Plus AT,2017,890000,1907828.25,40219,Diesel,Dealer,Automatic,First Owner
Honda Jazz VX,2011,385000,2070920.85,11473,Petrol,Dealer,Manual,First Owner
Maruti Eeco 5 Seater AC BSIV,2017,425000,873248.32,8352,Petrol,Dealer,Manual,First Owner
Maruti Wagon R VXI AMT1.2BSIV,2017,525000,1075001.1,9745,Petrol,Dealer,Automatic,First Owner
Hyundai Grand i10 Asta,2017,550000,1172330.49,9748,Petrol,Dealer,Manual,First Owner
Volkswagen Polo 1.0 MPI Trendline,2012,271000,1241357.21,49000,Petrol,Dealer,Manual,First Owner
Hyundai Creta 1.6 CRDi SX Option,2018,1490000,3323755.41,20694,Diesel,Dealer,Manual,First Owner
Hyundai Grand i10 Asta Option,2015,490000,1392689.34,31080,Petrol,Dealer,Manual,First Owner
Hyundai EON Era Plus,2014,260000,807743.75,37605,Petrol,Dealer,Manual,First Owner
Hyundai Xcent 1.1 CRDi SX Option,2014,455000,1579642.96,55850,Diesel,Dealer,Manual,First Owner
Tata Nano Lx BSIV,2010,75000,484491.52,58850,Petrol,Dealer,Manual,First Owner
Toyota Etios Cross 1.2L G,2015,421000,1398584.94,23839,Petrol,Dealer,Manual,First Owner
Maruti Swift DDiS LDI,2016,550000,1479703.39,54000,Diesel,Dealer,Manual,First Owner
Hyundai i10 Sportz 1.2 AT,2013,330000,1355397.35,38000,Petrol,Dealer,Automatic,First Owner
Volkswagen Vento 1.5 TDI Comfortline,2012,390000,1305094.29,45454,Diesel,Dealer,Manual,First Owner
Skoda Rapid 1.5 TDI AT Ambition,2015,599000,1816938.89,46957,Diesel,Dealer,Automatic,First Owner
Hyundai Getz GLE,2007,110000,688761.61,60000,Petrol,Individual,Manual,Fourth & Above Owner
Renault KWID RXT Optional,2016,250000,575672.09,25000,Petrol,Individual,Manual,First Owner
Mahindra Scorpio M2DI,2012,600000,2239777.12,110000,Diesel,Individual,Manual,Fourth & Above Owner
Ford Endeavour XLT TDCi 4X2,2008,280000,1868193.95,190000,Diesel,Individual,Manual,Second Owner
Audi Q3 35 TDI Quattro Technology,2018,2700000,6094110.01,25000,Diesel,Individual,Automatic,First Owner
Mahindra Renault Logan 1.4 GLX Petrol,2008,80000,373661.3,90000,Petrol,Individual,Manual,First Owner
Maruti Alto K10 VXI,2019,350000,629925.48,5000,Petrol,Individual,Manual,First Owner
Maruti Swift VDI BSIV,2015,475000,1588296.86,60000,Diesel,Individual,Manual,First Owner
Audi A5 Sportback,2020,4700000,8511459.7,1500,Diesel,Individual,Automatic,First Owner
Maruti Swift Dzire VDI,2018,500000,997106.55,50000,Diesel,Individual,Manual,First Owner
Chevrolet Sail Hatchback 1.3 TCDi LT ABS,2014,250000,772232.05,120000,Diesel,Individual,Manual,First Owner
Hyundai Accent CRDi,2005,100000,563901.23,120000,Diesel,Individual,Manual,Second Owner
Maruti Alto K10 VXI Airbag,2019,350000,685078.66,5000,Petrol,Individual,Manual,First Owner
BMW 7 Series Signature 730Ld,2014,4000000,11165358.39,47000,Diesel,Individual,Automatic,First Owner
Toyota Camry 2.5 Hybrid,2017,1900000,4839917.64,20000,Petrol,Individual,Automatic,First Owner
Hyundai Santro Xing XG,2005,95000,1053647.82,120000,Petrol,Individual,Manual,Second Owner
Hyundai Grand i10 CRDi Sportz,2015,409999,1350334.62,58000,Diesel,Individual,Manual,First Owner
Mahindra XUV500 W5 BSIV,2018,1050000,2019321.24,35000,Diesel,Individual,Manual,First Owner
Maruti Alto K10 VXI,2017,320000,842370.38,30000,Petrol,Individual,Manual,First Owner
Mahindra XUV300 W8 Option Diesel BSIV,2019,1000000,2123584.77,10000,Diesel,Individual,Manual,First Owner
Toyota Innova Crysta 2.4 VX MT BSIV,2017,1770000,3584911.11,25000,Diesel,Individual,Manual,First Owner
Mahindra Thar CRDe,2018,950000,2247902.0,20000,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire ZDI,2018,750000,1827089.64,50000,Diesel,Individual,Manual,First Owner
Hyundai EON Magna Plus,2014,220000,624546.84,42000,Petrol,Individual,Manual,First Owner
Tata Hexa XM,2017,1000000,2469706.62,50000,Diesel,Individual,Manual,First Owner
Honda Mobilio E i DTEC,2017,660000,1686829.17,116000,Diesel,Individual,Manual,First Owner
Maruti Ertiga ZDI,2015,716000,2096765.36,100000,Diesel,Individual,Manual,First Owner
Maruti Ciaz ZXi Plus,2015,675000,1827067.65,66000,Petrol,Individual,Manual,First Owner
Mahindra Scorpio LX,2010,385000,1699319.1,110000,Diesel,Individual,Manual,Third Owner
Fiat Grande Punto EVO 1.3 Dynamic,2014,325000,1081274.72,70000,Diesel,Individual,Manual,First Owner
Hyundai Creta 1.6 CRDi SX Option,2015,950000,2568921.2,60000,Diesel,Individual,Manual,First Owner
Ford Endeavour Hurricane Limited Edition,2007,400000,2986121.02,110000,Diesel,Individual,Automatic,Fourth & Above Owner
Tata Indica Vista TDI LS,2014,250000,745923.12,25000,Diesel,Individual,Manual,First Owner
Land Rover Discovery S 2.0 SD4,2018,4000000,9037646.99,68000,Petrol,Individual,Automatic,First Owner
Maruti Alto 800 LXI,2014,210000,685614.91,20000,Petrol,Individual,Manual,First Owner
Hyundai i10 Era 1.1 iTech SE,2011,147000,692362.79,110000,Petrol,Individual,Manual,Second Owner
Maruti Vitara Brezza VDi Option,2018,725000,1515931.87,26350,Diesel,Individual,Manual,First Owner
Mahindra Scorpio SLE BSIV,2012,550000,1650552.39,90000,Diesel,Individual,Manual,First Owner
Hyundai i20 Sportz Option 1.2,2016,475000,1457555.22,25000,Petrol,Individual,Manual,First Owner
Hyundai Santro Xing GLS,2014,250000,748738.79,50000,Petrol,Individual,Manual,Second Owner
Tata Indica LSI,2006,70000,359707.0,60000,Petrol,Individual,Manual,Second Owner
Hyundai EON Era Plus,2012,160000,644039.23,70000,Petrol,Individual,Manual,Third Owner
Ford Endeavour 3.0L 4X4 AT,2011,1000000,3820187.29,90000,Diesel,Individual,Automatic,Second Owner
Hyundai Santro LE zipPlus,2001,68000,581357.17,70000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Asta,2017,500000,1120949.86,26500,Petrol,Individual,Manual,First Owner
Tata Indigo CR4,2013,170000,534113.18,60000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio S11 BSIV,2018,1300000,2941593.44,35000,Diesel,Individual,Manual,First Owner
Hyundai Creta 1.4 EX Diesel,2020,1050000,1671480.15,10000,Diesel,Individual,Manual,First Owner
Maruti Ritz LXI,2009,300000,1445615.71,15000,Petrol,Individual,Manual,First Owner
Hyundai i20 Magna 1.2,2016,600000,1643391.07,25000,Petrol,Individual,Manual,First Owner
Hyundai Verna CRDi 1.6 SX,2017,900000,1761333.03,50000,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,550000,922331.94,25000,Petrol,Individual,Manual,First Owner
Maruti Alto LX,2007,100000,979695.1,52000,Petrol,Individual,Manual,Second Owner
Honda Brio 1.2 S MT,2017,400000,938790.3,15000,Petrol,Individual,Manual,First Owner
Tata Nano Lx,2011,120000,705866.04,20000,Petrol,Individual,Manual,First Owner
Hyundai i20 Asta 1.4 CRDi,2013,300000,841206.2,90000,Diesel,Individual,Manual,First Owner
Tata Indigo LX,2011,140000,519551.54,60000,Diesel,Individual,Manual,Second Owner
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,2015,640000,1814346.71,23000,Petrol,Individual,Manual,First Owner
Maruti Alto K10 VXI,2018,380000,734453.24,22155,Petrol,Individual,Manual,First Owner
Tata Nano Lx,2011,120000,543125.44,20000,Petrol,Individual,Manual,First Owner
Maruti Ciaz 1.4 Delta,2018,650000,1407279.41,70000,Petrol,Individual,Manual,First Owner
Maruti Alto LX,2009,150000,1152327.75,60000,Petrol,Individual,Manual,Second Owner
Ford Figo Aspire 1.2 Ti-VCT Trend,2018,550000,1002691.69,35000,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W8 4WD,2012,650000,3038352.58,71042,Diesel,Dealer,Manual,First Owner
Mitsubishi Pajero Sport 4X4,2012,1025000,5505756.29,167870,Diesel,Dealer,Manual,Second Owner
Ford Fiesta 1.5 TDCi Titanium,2011,195000,910271.26,133564,Diesel,Dealer,Manual,First Owner
Mercedes-Benz C-Class Progressive C 220d,2018,3800000,6695864.05,10000,Diesel,Dealer,Automatic,First Owner
BMW 3 Series 320d Sport,2013,1490000,5229686.53,40000,Diesel,Dealer,Automatic,First Owner
BMW X5 xDrive 30d xLine,2019,4950000,9687255.9,30000,Diesel,Dealer,Automatic,First Owner
Honda City i-VTEC CVT ZX,2018,1140000,2240821.03,23038,Petrol,Trustmark Dealer,Automatic,First Owner
Chevrolet Beat Diesel LS,2011,95000,319355.01,70000,Diesel,Individual,Manual,First Owner
BMW 3 Series GT Luxury Line,2017,3050000,7898125.01,30000,Diesel,Individual,Automatic,First Owner
Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000,1490284.13,19890,Petrol,Dealer,Automatic,First Owner
Maruti Ertiga VXI,2015,625000,1760508.83,11918,Petrol,Trustmark Dealer,Manual,First Owner
Hyundai Grand i10 Magna AT,2017,520000,1224998.11,10510,Petrol,Dealer,Automatic,First Owner
Chevrolet Beat LT Option,2016,239000,689678.84,41000,Petrol,Dealer,Manual,First Owner
Toyota Fortuner 4x2 AT,2017,2600000,5642469.45,47162,Diesel,Trustmark Dealer,Automatic,First Owner
Hyundai i10 Magna,2012,229999,730684.97,49824,Petrol,Dealer,Manual,First Owner
Audi A6 2.0 TDI Premium Plus,2013,1300000,4125383.72,58500,Diesel,Dealer,Automatic,First Owner
Maruti Baleno Delta 1.2,2017,585000,1424991.15,43608,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Baleno Alpha CVT,2018,825000,1478413.39,11212,Petrol,Trustmark Dealer,Automatic,First Owner
Hyundai i20 1.4 Magna Executive,2013,280000,1188398.12,52000,Diesel,Dealer,Manual,First Owner
Maruti Baleno Zeta,2016,725000,1648016.06,49217,Petrol,Trustmark Dealer,Manual,First Owner
Mahindra Verito 1.5 D4 BSIV,2015,300000,851801.01,90000,Diesel,Individual,Manual,First Owner
Hyundai Xcent 1.2 Kappa S,2015,375000,1209715.9,70000,Petrol,Individual,Manual,First Owner
Honda City VTEC,2003,310000,5083736.6,90000,Petrol,Individual,Manual,Fourth & Above Owner
Maruti Swift Dzire VDi,2011,375000,1218898.58,190000,Diesel,Individual,Manual,Third Owner
Ford Endeavour 3.2 Titanium AT 4X4,2016,1950000,4738053.18,106000,Diesel,Individual,Automatic,First Owner
Tata Xenon XT EX 4X2,2012,400000,2097887.27,80000,Diesel,Individual,Manual,Second Owner
Nissan Terrano XL Plus 85 PS,2014,550000,1580064.5,80000,Diesel,Individual,Manual,Second Owner
Maruti Eeco 7 Seater Standard BSIV,2018,270000,631668.12,20000,Petrol,Individual,Manual,First Owner
Maruti Ertiga ZDI,2012,555000,2731386.8,110000,Diesel,Individual,Manual,Second Owner
Ford Ecosport 1.5 DV5 MT Ambiente,2013,500000,2064229.48,60000,Diesel,Individual,Manual,Second Owner
Skoda Laura Elegance 1.9 TDI  AT,2010,400000,1934805.09,130000,Diesel,Individual,Automatic,Second Owner
Hyundai EON 1.0 Era Plus,2017,280000,571798.24,28838,Petrol,Individual,Manual,First Owner
Tata Indica GLS BS IV,2008,80000,383878.86,200000,Petrol,Individual,Manual,First Owner
Tata Indica DLS,2006,55000,468912.82,100000,Diesel,Individual,Manual,First Owner
Maruti Alto 800 LXI Airbag,2014,250000,837999.08,50000,Petrol,Individual,Manual,First Owner
Mahindra Bolero SLX 2WD,2010,250000,1662593.32,190000,Diesel,Individual,Manual,Fourth & Above Owner
Mahindra Jeep MM 540,2007,95000,450224.04,100000,Diesel,Individual,Manual,Second Owner
Mahindra Scorpio 1.99 S10,2014,725000,2868838.26,135000,Diesel,Individual,Manual,Second Owner
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,320000,873826.49,50000,Diesel,Individual,Manual,Third Owner
Skoda Octavia Elegance 2.0 TDI AT,2014,1200000,4529228.17,135000,Diesel,Individual,Automatic,Third Owner
Chevrolet Beat Diesel LS,2012,160000,666640.65,50000,Diesel,Individual,Manual,First Owner
Honda Jazz 1.5 VX i DTEC,2018,790000,1412095.09,19571,Diesel,Dealer,Manual,First Owner
Honda City i-VTEC ZX,2018,1200000,2376483.0,29600,Petrol,Dealer,Manual,First Owner
Maruti Swift LXI,2011,175000,990722.68,70000,Petrol,Individual,Manual,First Owner
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,950000,2092427.59,15000,Diesel,Individual,Automatic,First Owner
Maruti Celerio LXI MT BSIV,2019,340000,618556.49,50000,Petrol,Individual,Manual,First Owner
Renault Captur 1.5 Diesel RXT,2017,825000,2299357.09,13500,Diesel,Individual,Manual,First Owner
Audi A4 30 TFSI Technology,2018,3100000,7029496.9,22000,Petrol,Individual,Automatic,First Owner
Honda Amaze VX Diesel BSIV,2018,780000,1787711.87,25000,Diesel,Dealer,Manual,First Owner
Toyota Corolla Altis 1.8 VL AT,2010,350000,2045200.22,80000,Petrol,Individual,Automatic,Third Owner
Honda Amaze VX Petrol BSIV,2018,690000,1394792.77,39000,Petrol,Dealer,Manual,First Owner
Maruti Alto 800 VXI,2016,245000,615696.63,60000,Petrol,Individual,Manual,First Owner
Honda Amaze VX Diesel BSIV,2018,790000,1697037.54,49000,Diesel,Dealer,Manual,First Owner
Honda Amaze VX i-VTEC,2018,680000,1404756.07,48600,Petrol,Dealer,Manual,First Owner
Hyundai Grand i10 Asta Option,2017,540000,1125310.15,20000,Petrol,Individual,Manual,Second Owner
Mahindra KUV 100 mFALCON G80 K2,2016,425000,1300698.04,25000,Petrol,Individual,Manual,First Owner
Maruti Zen Estilo Sports,2008,140000,809946.55,120000,Petrol,Individual,Manual,First Owner
Maruti Ertiga ZDI Plus,2019,1100000,2085279.9,30000,Diesel,Individual,Manual,First Owner
Renault Lodgy 85PS RxL,2015,715000,1915421.04,35000,Diesel,Individual,Manual,First Owner
Audi A4 3.0 TDI Quattro,2013,1580000,6925912.83,86000,Diesel,Dealer,Automatic,First Owner
